"DateTime","open","high","low","close"
2021-10-30 01:22:00,NaN,NaN,NaN,NaN
2021-10-30 01:23:00,373.08,373.08,373.08,373.08
2021-10-30 01:24:00,373.02,373.02,373.02,373.02
2021-10-30 01:25:00,NaN,NaN,NaN,NaN
2021-10-30 01:26:00,NaN,NaN,NaN,NaN
2021-10-30 01:27:00,373.28,373.32,373.28,373.32
2021-10-30 01:28:00,NaN,NaN,NaN,NaN
2021-10-30 01:29:00,373.5,373.6,373.5,373.6
2021-10-30 01:30:00,373.66,373.66,373.66,373.66
2021-10-30 01:31:00,373.68,373.68,373.6,373.6
2021-10-30 01:32:00,NaN,NaN,NaN,NaN
2021-10-30 01:33:00,NaN,NaN,NaN,NaN
2021-10-30 01:34:00,NaN,NaN,NaN,NaN
2021-10-30 01:35:00,373.52,373.52,373.52,373.52
2021-10-30 01:36:00,NaN,NaN,NaN,NaN
2021-10-30 01:37:00,373.38,373.38,373.36,373.38
2021-10-30 01:38:00,373.3,373.3,373.3,373.3
2021-10-30 01:39:00,NaN,NaN,NaN,NaN
2021-10-30 01:40:00,NaN,NaN,NaN,NaN
2021-10-30 01:41:00,NaN,NaN,NaN,NaN
2021-10-30 01:42:00,NaN,NaN,NaN,NaN
2021-10-30 01:43:00,NaN,NaN,NaN,NaN
2021-10-30 01:44:00,NaN,NaN,NaN,NaN
2021-10-30 01:45:00,NaN,NaN,NaN,NaN
2021-10-30 01:46:00,373.4,373.4,373.4,373.4
2021-10-30 01:47:00,NaN,NaN,NaN,NaN
2021-10-30 01:48:00,373.36,373.36,373.36,373.36
2021-10-30 01:49:00,NaN,NaN,NaN,NaN
2021-10-30 01:50:00,NaN,NaN,NaN,NaN
2021-10-30 01:51:00,NaN,NaN,NaN,NaN
2021-10-30 01:52:00,NaN,NaN,NaN,NaN
2021-10-30 01:53:00,NaN,NaN,NaN,NaN
2021-10-30 01:54:00,NaN,NaN,NaN,NaN
2021-10-30 01:55:00,NaN,NaN,NaN,NaN
2021-10-30 01:56:00,NaN,NaN,NaN,NaN
2021-10-30 01:57:00,NaN,NaN,NaN,NaN
2021-10-30 01:58:00,NaN,NaN,NaN,NaN
2021-10-30 01:59:00,373.26,373.26,373.26,373.26
2021-10-30 02:00:00,373.42,373.42,373.42,373.42
2021-10-30 02:01:00,NaN,NaN,NaN,NaN
2021-10-30 02:02:00,NaN,NaN,NaN,NaN
2021-10-30 02:03:00,NaN,NaN,NaN,NaN
2021-10-30 02:04:00,NaN,NaN,NaN,NaN
2021-10-30 02:05:00,373.36,373.36,373.36,373.36
2021-10-30 02:06:00,NaN,NaN,NaN,NaN
2021-10-30 02:07:00,NaN,NaN,NaN,NaN
2021-10-30 02:08:00,373.36,373.36,373.36,373.36
2021-10-30 02:09:00,NaN,NaN,NaN,NaN
2021-10-30 02:10:00,NaN,NaN,NaN,NaN
2021-10-30 02:11:00,NaN,NaN,NaN,NaN
2021-10-30 02:12:00,NaN,NaN,NaN,NaN
2021-10-30 02:13:00,NaN,NaN,NaN,NaN
2021-10-30 02:14:00,373.48,373.48,373.48,373.48
2021-10-30 02:15:00,NaN,NaN,NaN,NaN
2021-10-30 02:16:00,373.5,373.5,373.5,373.5
2021-10-30 02:17:00,NaN,NaN,NaN,NaN
2021-10-30 02:18:00,373.54,373.54,373.54,373.54
2021-10-30 02:19:00,373.6,373.6,373.6,373.6
2021-10-30 02:20:00,NaN,NaN,NaN,NaN
2021-10-30 02:21:00,NaN,NaN,NaN,NaN
2021-10-30 02:22:00,373.48,373.48,373.48,373.48
2021-10-30 02:23:00,NaN,NaN,NaN,NaN
2021-10-30 02:24:00,373.42,373.42,373.42,373.42
2021-10-30 02:25:00,NaN,NaN,NaN,NaN
2021-10-30 02:26:00,373.3,373.3,373.3,373.3
2021-10-30 02:27:00,373.4,373.4,373.4,373.4
2021-10-30 02:28:00,373.2,373.2,373.2,373.2
2021-10-30 02:29:00,373.36,373.36,373.36,373.36
2021-10-30 02:30:00,NaN,NaN,NaN,NaN
2021-11-01 09:00:00,371.16,373.16,371.16,373.04
2021-11-01 09:01:00,373.02,373.12,372.88,372.9
