DateTime,gap_open,gap_high,gap_low,gap_close
2021-11-01 21:00:00,-0.10690397027400422,-0.04686026210470118,-0.018178094374604825,-0.05589209518916505
2021-11-01 21:01:00,0.006865426617991943,-0.037900361732567944,0.18925778196376086,0.05765874701029361
2021-11-01 21:02:00,0.009404380578303062,-0.027722440031197948,0.14859865935375183,-0.0333376592467971
2021-11-01 21:03:00,-0.016782527082739307,-0.029099844162885802,0.06659037688615399,-0.061548308337137314
2021-11-01 21:04:00,0.006736994018297082,0.013026804412163528,0.1052566795385701,0.0116339263475993
2021-11-01 21:05:00,-0.012485515446996942,0.011780562517344606,0.12189924846273925,0.05236770014590775
2021-11-01 21:06:00,0.05651809144711706,0.0006967303135070324,0.183938451621259,0.013057754005274091
2021-11-01 21:07:00,0.022735940134623434,0.012442377204877175,0.2253030722545759,0.07096204533115724
2021-11-01 21:08:00,0.061314805936547145,0.06962836476924394,0.32936599529330124,0.09992192475675665
2021-11-01 21:09:00,0.11301671687880344,0.11719536275467135,0.20398484952551144,0.15575875004060435
2021-11-01 21:10:00,0.1371671016005962,0.08489355655439113,0.22400031549238975,0.08138948307805549
2021-11-01 21:11:00,0.08693275581538273,0.04634565349414288,0.13929376436311713,0.0738971733968583
2021-11-01 21:12:00,0.08631739614622802,0.05880961651814687,0.13728551737000316,0.025686561425231957
2021-11-01 21:13:00,0.05810678651045009,0.01882509944442745,0.13797556412868062,0.05253524621451788
2021-11-01 21:14:00,0.13664189533204762,0.03200738301643469,0.17799103788132697,0.07331278226217819
2021-11-01 21:15:00,0.101598092745121,0.06379678722521476,0.15395908917753331,0.10577675263999708
2021-11-01 21:16:00,0.10579223694895745,0.07343124354520114,0.21734741584072026,0.11536745553161154
2021-11-01 21:17:00,0.11677582344259463,0.08783142729271276,0.30208487120648897,0.0974066412889556
2021-11-01 21:18:00,0.12429905657108975,0.11607298278761391,0.32412404320371024,0.10016414300838505
2021-11-01 21:19:00,0.1181121624860566,0.09815591833739745,0.2648140761124864,0.0884494459599523
